"ID"	Smiles	Standard_Type	Standard_Relation	Standard_Units	Standard_Value	pIC50	RemovedSalts[1]	RemovedSalts[2]	RemovedSalts[3]	RemovedSalts[4]
CHEMBL2088784	N#Cc1cc(C#N)c(NCCC2CCN(Cc3ccccc3)CC2)nc1N	IC50	=	nM	47.9	7.319664487				
CHEMBL594186	C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/C(=C/c1ccccc1)CCCCC)c1ccc(=O)[nH]c1C2	IC50	=	nM	47.9	7.319664487				
CHEMBL606538	C=CCOc1ccc(/C=N/[C@@]23CC(C)=C[C@@H](Cc4[nH]c(=O)ccc42)/C3=C\C)cc1	IC50	=	nM	47.86	7.320027306				
CHEMBL4093947	CCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1	IC50	=	nM	47.6	7.322393047				
CHEMBL4059766	CCOC(=O)[C@@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1	IC50	=	nM	47.34	7.324771746				
CHEMBL307004	Clc1ccc2c(NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3	IC50	=	nM	47.2	7.326058001				
CHEMBL1084090	CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1	IC50	=	nM	47	7.327902142				
CHEMBL190060	CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2cccc4ccccc24)C3=O)c1	IC50	=	nM	47	7.327902142				
CHEMBL364545	CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cccc4ccccc24)C3=O)c1	IC50	=	nM	47	7.327902142				
CHEMBL389192	O=C(CCc1c[nH]c2ccccc12)NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2	IC50	=	nM	47	7.327902142				
CHEMBL388551	CN(CCCNC(=O)CCc1c[nH]c2ccccc12)CCCNc1c2c(nc3cc(Cl)ccc13)CCCC2	IC50	=	nM	47	7.327902142				
CHEMBL223714	O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12	IC50	=	nM	46.4	7.333482019				
CHEMBL325109	COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1	IC50	=	nM	46.4	7.333482019				
CHEMBL134342	O=C(O)CCCC[C@@H]1CCSS1	IC50	=	nM	46	7.337242168				
CHEMBL4764003	CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)c(OC)c3)CC2)nc1-c1ccccc1	IC50	=	nM	46	7.337242168				
CHEMBL4757922	COc1cc2c(cc1O)CCC(C)(CC(=O)NCCCCCCCCCNc1c3c(nc4ccccc14)CCCC3)O2	IC50	=	nM	46	7.337242168				
CHEMBL4794549	COc1cc2c(cc1O)CCC(C)(CC(=O)NCCCCCCCNc1c3c(nc4ccccc14)CCCC3)O2	IC50	=	nM	45.81	7.339039708				
CHEMBL2019043	Cl.O=C(NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2cc(O)ccc2o1	IC50	=	nM	45.71	7.339988779	HCl			
CHEMBL226335	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	IC50	=	nM	45.71	7.339988779				
CHEMBL131827	CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1	IC50	=	nM	45.7	7.3400838				
CHEMBL339039	CCCCNC(=O)Oc1cccc(CN(CC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1	IC50	=	nM	45.2	7.344861565				
CHEMBL107892	CN(C)Cc1ccc(CSCCNc2cc(N)c([N+](=O)[O-])cc2[N+](=O)[O-])o1	IC50	=	nM	45.1	7.345823458				
CHEMBL2441681	COc1ccc(C(F)(F)F)c[n+]1CCCCOc1ccc2c(C)cc(=O)oc2c1.O=S(=O)([O-])C(F)(F)F	IC50	=	nM	45	7.346787486	[O-]S(=O)(=O)C(F)(F)F			
CHEMBL147524	CN(C)C(=O)Oc1cccc(CCN)c1	IC50	=	nM	45	7.346787486				
CHEMBL185799	COc1cc2c(cc1OC)C(=O)C(C1CC[N+](C)(Cc3ccccc3)CC1)=C2	IC50	=	nM	45	7.346787486				
CHEMBL188823	COc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C	IC50	=	nM	45	7.346787486				
CHEMBL123248	CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C	IC50	=	nM	45	7.346787486				
CHEMBL1243012	Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2	IC50	=	nM	44.7	7.349692477				
CHEMBL555300	CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)[C@@H](C)c2ccccc2OC)=CC1=O)[C@H](C)c1ccccc1OC	IC50	=	nM	44.67	7.349984048				
CHEMBL556581	CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)[C@@H](C)c2ccccc2OC)=CC1=O)[C@@H](C)c1ccccc1OC	IC50	=	nM	44.67	7.349984048				
CHEMBL491561	CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1C(F)(F)F)CCCC3	IC50	=	nM	44.66	7.350081281				
CHEMBL473866	Clc1ccc2c(NCCCNCCCCCOc3cccc4[nH]c5ccccc5c34)c3c(nc2c1)CCCC3	IC50	=	nM	44.6	7.350665141				
CHEMBL13166	CN(C)Cc1ccc(CSCCCCCSCc2ccc(CN(C)C)o2)o1	IC50	=	nM	44.5	7.351639989				
CHEMBL91774	c1ccc(CN2CCC(CCN=c3[nH]nc(-c4ccccc4)c4ccccc34)CC2)cc1	IC50	=	nM	44.5	7.351639989				
CHEMBL87623	COc1cc2c(cc1OC)C(=O)[C@@H]([C@H](O)C1CC[N+](C)(Cc3ccccc3)CC1)C2	EC50	=	nM	44.3	7.353596274				
CHEMBL340621	O=C(c1ccncc1)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1	IC50	=	nM	44.2	7.354577731				
CHEMBL148882	CC(c1cccc(OC(=O)N(C)C)c1)N(C)C	IC50	=	nM	44.1	7.355561411				
CHEMBL3215602	Cl.Cl.Oc1c(CNCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc2cccnc12	IC50	=	nM	43.7	7.359518563	HCl	HCl		
CHEMBL3122149	CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3	Ki	=	nM	43.6	7.360513511				
CHEMBL4752879	Cc1cc(/C=N/O)c(O)c(CNc2ccc(Cn3cncn3)cc2)c1	Kd	=	nM	43.3	7.363512104				
CHEMBL154211	N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCC2)o1	IC50	=	nM	43	7.366531544				
CHEMBL3410956	Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCCCCNc1c3c(nc4ccccc14)CCCC3)O2	IC50	=	nM	43	7.366531544				
CHEMBL187870	CCCCCCCNC(=O)Oc1cccc2c1OCC1CCN(C)C21	IC50	=	nM	43	7.366531544				
CHEMBL360570	COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCN(C)CC3)cc1)C2	Ki	=	nM	43	7.366531544				
CHEMBL363557	CCNC(=O)Oc1cccc2c1CCC1CCN(C)C21	IC50	=	nM	42.66	7.369979149				
CHEMBL180413	COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N3CCCCC3)cc1)C2	Ki	=	nM	42.66	7.369979149				
CHEMBL181216	COc1cc2c(cc1OC)C(=O)C(Oc1cccc(CN3CCCCC3)c1)C2	Ki	=	nM	42.66	7.369979149				
CHEMBL3356533	O=C1C=C(NCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21	IC50	=	nM	42.5	7.37161107				
CHEMBL3356535	O=C1C(NCCCNc2c3c(nc4ccccc24)CCCC3)=CC(=O)c2c(O)cccc21	IC50	=	nM	42.2	7.374687549				
CHEMBL3356537	O=C1C(NCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)=CC(=O)c2c(O)cccc21	IC50	=	nM	42	7.37675071				
CHEMBL3356539	COc1ccc2nc3c(c(NCCCNC4=CC(=O)c5c(O)cccc5C4=O)c2c1)CCCC3	IC50	=	nM	42	7.37675071				
CHEMBL3356954	O=C1C(Cl)=C(NCCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21	IC50	=	nM	42	7.37675071				
CHEMBL271385	CC(C)(C)C(=O)NCCCCNc1c2c(nc3ccccc13)CCCC2	IC50	=	nM	42	7.37675071				
CHEMBL270349	CC(C)(CO[N+](=O)[O-])C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2	IC50	=	nM	42	7.37675071				
CHEMBL261384	O=[N+]([O-])OCCCCCCNCCCNc1c2c(nc3ccccc13)CCCC2	IC50	=	nM	41.9	7.377785977				
CHEMBL273078	O=C(CO[N+](=O)[O-])NCCCCNc1c2c(nc3ccccc13)CCCC2	IC50	=	nM	41.6	7.380906669				
CHEMBL32964	CCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)C1C2	IC50	=	nM	41.3	7.384049948				
CHEMBL1222025	O=C(O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4)c1ccccc1	Ki	=	nM	41	7.387216143				
CHEMBL545801	C#CCNC1CCc2ccc(OC(=O)N(C)c3ccc(OC)cc3)cc21.Cl	IC50	=	nM	41	7.387216143	HCl			
CHEMBL345698	Cc1cccc(F)c1	IC50	=	nM	41	7.387216143				
CHEMBL307693	O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(Cc1ccccc1)CC2	IC50	=	nM	41	7.387216143				
CHEMBL4796846	O=[N+]([O-])c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1	IC50	=	nM	41	7.387216143				
CHEMBL4741398	Brc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1	IC50	=	nM	41	7.387216143				
CHEMBL468001	COc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3nc4c(c(N)c32)CCCC4)cc1	IC50	=	nM	40.8	7.389339837				
CHEMBL3093801	[Br-].[Br-].c1cc[n+](CCCCCCCCC[n+]2cccc3ccccc32)cc1	IC50	=	nM	40.7	7.390405591	Br-	Br-		
CHEMBL3093799	[Br-].[Br-].c1cc[n+](CCCCCCC[n+]2cccc3ccccc32)cc1	IC50	=	nM	40.5	7.392544977	Br-	Br-		
CHEMBL3093794	[Br-].[Br-].c1cc[n+](CCCCCCC[n+]2ccc3ccccc3c2)cc1	IC50	=	nM	40.5	7.392544977	Br-	Br-		
CHEMBL488590	CCN(CCCCCCN1C(=O)c2cccc3cccc(c23)C1=O)Cc1ccccc1OC	IC50	=	nM	40	7.397940009				
CHEMBL3900968	O=[N+]([O-])c1ccc2nc(NCCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2c1	IC50	=	nM	40	7.397940009				
CHEMBL3828631	CN(CCCOc1ccc2cc(-c3ccccc3)c(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1	IC50	=	nM	40	7.397940009				
CHEMBL3828693	CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3ccc(=O)oc3c2)c1	IC50	=	nM	40	7.397940009				
CHEMBL3827220	O=C(NCCCCCc1ccccc1)Oc1cccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1	IC50	=	nM	40	7.397940009				
CHEMBL3828696	CCCCCCCNC(=O)Oc1ccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1	IC50	=	nM	40	7.397940009				
CHEMBL4291046	CCN(CC)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3ccc(Cl)cc3)cc(=O)c2c1	IC50	=	nM	40	7.397940009				
CHEMBL4292235	Cc1ccc(NC(=O)c2cc(=O)c3cc(/C=C/C(=O)OCCN(C)C)ccc3o2)cc1	Ki	=	nM	40	7.397940009				
CHEMBL3947803	CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(C(F)(F)F)cc1)CC(C)CC3	IC50	=	nM	40	7.397940009				
CHEMBL3828259	Cc1cc(=O)oc2cc(OCCCN(C)Cc3cccc(OC(=O)NCCCCCc4ccccc4)c3)ccc12	IC50	=	nM	40	7.397940009				
CHEMBL3828679	CCCCCCCCCC(C)C1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-]	IC50	=	nM	40	7.397940009	Br-			
CHEMBL1642987	CC(C)(C)c1cc[n+](Cc2ccc(C[n+]3ccc(C(C)(C)C)cc3)cc2)cc1.[Br-].[Br-]	IC50	=	nM	40	7.397940009	Br-	Br-		
CHEMBL4241840	COc1ccc2c(c1)C/C(=C/C1CCN(Cc3ccccc3)CC1)C2=O	IC50	=	nM	39.81	7.400007822				
CHEMBL4204315	c1ccc2c(NCCCCC[Se][Se]CCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3	IC50	=	nM	39.81	7.400007822				
CHEMBL4166513	COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3cccc(Cl)c3)cc1C(C)=O)C2=O.[Br-]	IC50	=	nM	39.4	7.404503778	Br-			
CHEMBL3965431	CC1=C(C(=O)OC2CCC2)C(c2ccccc2F)c2c(nc3c(c2N)CC(C)(C)CC3)N1	IC50	=	nM	39	7.408935393				
CHEMBL3949770	CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(Cl)(Cl)CC3	IC50	=	nM	39	7.408935393				
CHEMBL449941	CCN(CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)C1=O)Cc1ccccc1OC	IC50	=	nM	39	7.408935393				
CHEMBL452339	CCN(CCCCCCn1c(=O)c(=O)n(CCCCCCN(CC)Cc2ccccc2OC)c2ccccc21)Cc1ccccc1OC	IC50	=	nM	38.7	7.412289035				
CHEMBL3754291	O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCC2)c1cc2ccccc2o1	IC50	=	nM	38.4	7.415668776				
CHEMBL3753706	O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCCC2)c1cc2ccccc2o1	IC50	=	nM	38.18	7.418164076				
CHEMBL4572757	Oc1ccc(CNCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1O	IC50	=	nM	38	7.420216403				
CHEMBL4066548	COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3Cl)cc1C(C)=O)C2.[Br-]	IC50	=	nM	38	7.420216403	Br-			
CHEMBL3941497	COC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CCCC3Cl	IC50	=	nM	38	7.420216403				
CHEMBL3910033	CCOC(=O)C1=C(C(F)(F)F)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(C)(C)CC3	IC50	=	nM	38	7.420216403				
CHEMBL3900977	CC1=C(C(=O)OC(C)C)C(c2cncnc2)c2c(nc3c(c2N)CC(C)(C)CC3)N1	IC50	=	nM	38	7.420216403				
CHEMBL4165562	COc1ccc(C(=O)CCc2cc[n+](Cc3cccc(Cl)c3)cc2C(C)=O)cc1OC.[Br-]	IC50	=	nM	38	7.420216403	Br-			
CHEMBL4101018	COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3cccc([N+](=O)[O-])c3)cc1)C2.[Br-]	IC50	=	nM	38	7.420216403	Br-			
CHEMBL3884690	O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21	IC50	=	nM	37.8	7.4225082				
CHEMBL4535585	Oc1ccc(CNc2c3c(nc4ccccc24)CCCC3)cc1O	IC50	=	nM	37.4	7.427128398				
CHEMBL4588525	c1ccc(COc2ccc(CCOCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2)cc1	IC50	=	nM	37.15	7.430041182				
CHEMBL74809	O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)CCN2	IC50	=	nM	37.14	7.430158101				
CHEMBL4852686	COc1ccc2[nH]cc(CCNC(=O)Cn3cc(CCCCN4CC[C@@]56C=C[C@H](O)C[C@@H]5Oc5c(OC)ccc(c56)C4)nn3)c2c1	IC50	=	nM	37.1	7.43062609				
CHEMBL1173624	CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CC[N+](C)(C)C2N3C)cc1.[Br-]	IC50	=	nM	37.1	7.43062609	Br-			
CHEMBL4647106	COc1ccc([C@H](O)[C@H](N)C(=O)O)cc1OC	IC50	=	nM	37	7.431798276				
CHEMBL4076930	COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3C)cc1C(N)=O)C2.[Br-]	IC50	=	nM	37	7.431798276	Br-			
CHEMBL4095535	COC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1Cc2cc(OC)c(OC)cc2C1=O.[Br-]	IC50	=	nM	37	7.431798276	Br-			
CHEMBL4094081	COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3cccc(C)c3)cc1C(C)=O)C2.[Br-]	IC50	=	nM	37	7.431798276	Br-			
CHEMBL184946	CCCCNC(=O)OCCCCCCCCCCCCOC(=O)NCCCC	Ki	=	nM	36.9	7.432973634				
CHEMBL4091851	COc1ccc(CCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1OC	IC50	=	nM	36.81	7.434034183				
CHEMBL336276	CCCCCCSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C	IC50	=	nM	36.7	7.435333936				
CHEMBL605824	CC(C)N(CCNC(=O)N1c2ccccc2Sc2ccccc21)C(C)C	Ki	=	nM	36.5	7.437707136				
CHEMBL4583650	O=C(Nc1ccc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)cn1)Nc1cccc2c1C1CCCCN1C2=O	IC50	=	nM	36.31	7.439973751				
CHEMBL4443989	O=C(Nc1cc(-c2cn(CCNc3c4c(nc5ccccc35)CCCC4)nn2)ccn1)Nc1cccc2c1[C@H]1CCCCN1C2=O	IC50	=	nM	36.31	7.439973751				
CHEMBL1783519	CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCN6C(=O)c7ccccc7C6=O)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1	IC50	=	nM	36.3	7.440093375				
CHEMBL1783523	CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C(=O)c6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1	IC50	=	nM	36	7.443697499				
CHEMBL2312574	c1ccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)nc1	Ki	=	nM	36	7.443697499				
CHEMBL2312284	c1ccc([C@@H]2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1	Ki	=	nM	36	7.443697499				
CHEMBL4100935	O=C1C(=O)N(Cc2ccc(Br)cc2)c2ccc(Br)cc21	IC50	=	nM	36	7.443697499				
CHEMBL4164524	O=C(Nc1cc(Cl)nc(Cl)c1)OCCCCCNCc1ccccc1	IC50	=	nM	35.8	7.446116973				
CHEMBL24686	COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc(OC)c1OC	IC50	=	nM	35.5	7.449771647				
CHEMBL1783527	CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCCc6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1	IC50	=	nM	35.4	7.450996738				
CHEMBL1783514	COc1cccc(CN(C)[C@@H](C)[C@H]2[C@H](O)C[C@@]3(C)[C@@H]4CC[C@H]5[C@]6(C)CSC(C(C)C)=N[C@H]6CC[C@@]56C[C@@]46C(=O)C[C@]23C)c1	IC50	=	nM	35.4	7.450996738				
CHEMBL1771556	COc1cc2c(cc1OC)CN(c1cc[n+](Cc3ccc(C[n+]4ccc(N5CCCCC5)cc4)cc3)cc1)CC2.[Br-].[Br-]	IC50	=	nM	35.2	7.453457337	Br-	Br-		
CHEMBL364678	CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cc(Cl)cc(Cl)c2)C3=O)c1	IC50	=	nM	35	7.455931956				
CHEMBL1085031	CN(CCOCCNC(=S)NC(=O)c1ccc2c(c1)C(=O)c1ccccc1C2=O)Cc1ccccc1	IC50	=	nM	35	7.455931956				
CHEMBL1083789	NCCCCCCCNc1c2c(nc3ccccc13)CCCC2	IC50	=	nM	34.96	7.456428576				
CHEMBL474268	Clc1ccc2c(NCCCNCCCCCCOc3cccc4[nH]c5ccccc5c34)c3c(nc2c1)CCCC3	IC50	=	nM	34.4	7.463441557				
CHEMBL308043	CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C	IC50	=	nM	34.2	7.465973894				
CHEMBL1642980	CC(C)(C)c1cc[n+](CCCCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-]	IC50	=	nM	34	7.468521083	Br-	Br-		
CHEMBL372202	COc1ccc2[nH]cc(CCNC(=O)CCCCCCNc3c4c(nc5cc(Cl)cc(Cl)c35)CCCC4)c2c1	IC50	=	nM	34	7.468521083				
CHEMBL338755	CN(CCCNc1c2c(nc3ccccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2	IC50	=	nM	34	7.468521083				
CHEMBL12472	CN(C)Cc1ccc(CSCc2ccc(CSCc3ccc(CN(C)C)o3)cc2)o1	IC50	=	nM	34	7.468521083				
CHEMBL185164	CCCCNC(=O)OCCCCCCCCCCCCCCOC(=O)NCCCC	Ki	=	nM	33.96	7.469032318				
CHEMBL107673	CN(C)Cc1ccc(CSCCNc2cc(NCc3cccnc3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1	IC50	=	nM	33.88	7.470056598				
CHEMBL265416	COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4[N+](=O)[O-])cc3)c(=O)oc2cc1OC	IC50	=	nM	33.77	7.471468939				
CHEMBL413793	COc1ccc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2c1	IC50	=	nM	33.4	7.476253533				
CHEMBL451304	O=C(NCCCCCNc1c2c(nc3ccccc13)CCCC2)[C@@H]1CCCN1CCNc1c2c(nc3ccccc13)CCCC2	Ki	=	nM	33.11	7.480040819				
CHEMBL424984	COc1ccc(-c2cc3c(c(=O)o2)C[C@@]2(O)[C@@]4(C)C=CC(=O)C(C)(C)[C@@]4(O)CC[C@@]2(C)O3)cc1	IC50	=	nM	33	7.48148606				
CHEMBL2064469	CCN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1	IC50	=	nM	33	7.48148606				
CHEMBL175047	CCN(CCCCCCOCCCCCCCCOCCCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC	IC50	=	nM	33	7.48148606				
CHEMBL131825	CN(C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C)c1ccccc1	IC50	=	nM	33	7.48148606				
CHEMBL1642977	CC(C)(C)c1cc[n+](CCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-]	IC50	=	nM	33	7.48148606	Br-	Br-		
CHEMBL1243076	CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2Cc1ccccc1	IC50	=	nM	33	7.48148606				
CHEMBL141801	COc1ccc(N(CCC2CCN(Cc3ccccc3)CC2)C(C)=O)cc1	IC50	=	nM	32.7	7.485452247				
CHEMBL333909	O=C1c2ccccc2CN1CCC1CCN(Cc2ccccc2)CC1	IC50	=	nM	32.5	7.488116639				
CHEMBL124933	CNC(=O)Oc1cccc(CN(C)CCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1	IC50	=	nM	32.4	7.48945499				
CHEMBL76014	c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3	IC50	=	nM	32.3	7.490797478				
CHEMBL312761	Fc1ccc2c(NCCCCCCCCNc3c4c(nc5cc(F)ccc35)CCCC4)c3c(nc2c1)CCCC3	IC50	=	nM	32	7.494850022				
CHEMBL73160	Clc1ccc2c(NCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3	IC50	=	nM	32	7.494850022				
CHEMBL1083374	CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2cc(O)c(O)c(O)c2)C3=O)c1	IC50	=	nM	32	7.494850022				
CHEMBL1083983	O=C(CCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3ccccc13)CCCC2	IC50	=	nM	32	7.494850022				
CHEMBL224336	CN(CCCNC(=O)CCc1c[nH]c2ccccc12)CCCNc1c2c(nc3ccccc13)CCCC2	IC50	=	nM	31.62	7.500038134				
CHEMBL224202	O=C(/C=C/c1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2	IC50	=	nM	31.5	7.501689446				
CHEMBL426015	Cn1cc(C(=O)NCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c2ccccc21	IC50	=	nM	31	7.508638306				
CHEMBL1086007	O=C(CCOCCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2	IC50	=	nM	31	7.508638306				
CHEMBL1084545	O=C(CCOCCc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2	IC50	=	nM	31	7.508638306				
CHEMBL1642207	CC[C@H](O)[C@@H]1CC[C@@H]2O[C@@]34CCC[N+]1([O-])[C@@H]2[C@H]3[C@H](C)/C(=C1/OC(=O)C(C)=C1OC)O4	MIC	=	nM	31	7.508638306				
CHEMBL594629	CC(C)(C)c1cc[n+](CCCCCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-]	IC50	=	nM	31	7.508638306	Br-	Br-		
CHEMBL314398	COc1cc2cc(C(=O)CC(OC)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]	IC50	=	nM	31	7.508638306	Br-			
CHEMBL1203537	CNC(NCCNCc1ccc(CN2CCCCC2)o1)=C(C#N)C#N.Cl	IC50	=	nM	31	7.508638306	HCl			
CHEMBL450990	CCN(CCCCCCN1CCN(CCCCCCN(CC)Cc2ccccc2OC)C(=O)C1=O)Cc1ccccc1OC	IC50	=	nM	31	7.508638306				
CHEMBL1783517	CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6cccc(C(F)(F)F)c6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1	IC50	=	nM	30.9	7.510041521				
